content,topic
！！！李晓晗🍋上线！事情是这样的晚上又去西王球馆当CBA志愿者（卖爆米花）啦！9点多爸爸给我发微信说他俩喝多了让我去把车开回家顺便把他俩接回家我就去了他俩都喝多了妈妈在后排躺着爸爸在副驾驶爸爸就开始吃我带回来的爆米花妈妈就各种撒娇问爸爸要俩人就可可爱爱的小孩儿一样我就偷偷想我一定要在心爱的人面前装醉一次醉的时候可以无限可爱啊！但得是装醉不能到吐的程度吐的味儿得把醉的可爱全都冲没咯他俩还说给我相了个小朋友（我妈对女婿的称呼）现在在广西电视台工作马上回来了要自己开传媒公司是一个身价过亿的朋友的朋友年龄21身高183🌚…蒋绪轲葛智强都是183你说巧不巧也不知道再往前的男朋友有没有再长个哈哈哈哈哈他俩还说“不用勉强你看你感觉”我一个狗他俩还真打算让我去相亲啊怕不是真喝大了今晚还有开心的事儿是帆儿也去当志愿者了！嘻嘻嘻嘻我们都好几年没见了吧我怎么能和180的女生做朋友呢！？小学的时候不是还能平起平坐的？？三个人一组卖爆米花嘛朔枫帆儿还有我还有一个男生得调走一个男生肯定得留下我就主动跑去另一个组了诶我确实是这样诶如果一定要有一个人落单我会特别主动的去当那个人怕别人落单会不舒服新的组的两个男生是体校的诶一个高三一个大一可可爱爱的还有一个9岁的小妹妹跟着姥爷来干活超可爱老管着那两个男生因为他俩有时候偷懒我说你在班里是班长吗她说不是是管纪律的我说班里肯定有好多男生喜欢你吧她说有56个我说那你有喜欢的男生吗她说没有哈哈哈哈哈哈她还问我喜不喜欢一起做志愿者的男生八卦的小女孩啊真是当然不喜欢啦我怎么会对高三的小弟弟下手呢不行了我的妈明天数学课又要睡觉了我死亡了晚安！,
#锦鲤许愿池第四百零九期#众鱼快在评论里留下愿望或赞吧！今天当班的是学霸锦鲤大人，擅长学业、考试、过级等方面的愿望哦,锦鲤许愿池第四百零九期
过🙏🙏🙏,
,
心一英语每日一句打卡,
华研英语二阅读理解A节120篇￥27.9领券拍：微博专享限时领券省钱白菜优惠券：内部优惠券神器,
,
王源有2019法考＋的肖棠媛吗组队一起学习鸭,
我分享了@政治徐涛的O“旺仔精神。”,
我免费围观了@夏东豪的回答，问题价值19.80元，快来一起免费围观~O微博问答,
@夏夏要,
112个《》，我已经在坚持了76天。,
67个《》，我已经在坚持了36天。,
80个《》，我已经在坚持了658天。,
#电视剧北平无战事#时候第一次学到！出自毛爷爷《星星之火可以燎原》！新中国和希望信仰它是站在海岸遥望海中已经看得见桅杆尖头了的一只航船它是立于高山之巅远看东方已见光芒四射喷薄欲出的一轮朝日它是躁动于母腹中快要成熟了的一个婴儿,电视剧北平无战事
//@Yvonne-Liz://@翻译硕士网:#翻译硕士-经验#中国政法大学翻译硕士MTI(法律翻译)初试经验贴，感谢分享#52mti#,"翻译硕士-经验,52mti"
##好厉害！今天重刷写作班第三四课，背，背一万词汇。放假所以承担起家务和做饭的活刷碗。,
求捞//@ZhangJK0216best:哥哥之于我真的感觉就像是信仰一样的存在，很多时候坚持不下去的时候想到他那么难都熬过来了，就没有理由轻易去放弃，去年因为哥哥的激励如愿考上了心仪学校的研究生，今年学业不是很繁忙，很难得可以去看哥哥，希望小室给个机会🙏🙏🙏🙏@张继科工作室,
爸爸妈妈弟弟平平安安健健康康2019成功,
OMG，我滴个妈呀，一笑而过的老粉，19金牌班的学子，天呐，真的好专业好用心，一直为学生着想，不断改进，越来越好，疯狂打call，20的宝宝赶紧报起来啦🤗业界良心，大爱大爱,
100个《》，我已经在坚持了282天。,
265个《》，我已经在坚持了14天。,
66个《》，我已经在坚持了562天。,
给每一个的你，希望这个视频对你有所帮助L吃1西瓜不吐西瓜子的微博视频,
132个《》，我已经在坚持了7天。##,","
120个《核心》，我已经在坚持了23天。,
@爱健身的小pang子狗,
是vicky的vlog陪我度过了这一年的午饭时间！爱你！vickysoupssss,
//@交互设计:#交互设计#网页设计排版样式线框图,交互设计
72个《》，我已经在坚持了139天。,
189个《》，我已经在坚持了54天。,
96个《》，我已经在坚持了21天。,
算算到，到毕业，到可以读研时间不长不短想更努力变得更优秀想脱颖而出不一定靠成绩证明更可以靠能力想见到更优秀的人不能只是说和想而已决定好的路再难也要坚持下去也许真的没有退路也不太想给自己留后路吧#三流之路#,三流之路
20个《》，我已经在坚持了16天。,
距离2020339天#K的打卡日常#产品手绘第一次用圆珠笔，感觉有点难掌控另付一张作业（之一）晚安好梦,K的打卡日常
今天爷在##背了67个核心，我已经在坚持了35天。,
天哪，@真丁雪儿开直播课啦！这次雪儿老师将会讲解：1、细致的讲解勾、托、抹、托三种指法的演奏要领，以及各手指关节的演奏关系2、三种指法的组合弹法在各类乐曲中的应用3、如何训练勾抹托的弹奏速度还不赶紧报名去哟！,
@中国古筝网@搭配一姐@文艺君@最神奇的视频//@中国古筝网:转发@三位小伙伴，周四抽10名送雪儿老师直播课！窝在家里也能同名师学技法！哟哟切克闹！,
67个《》，我已经在坚持了53天。,
2018总结19年已经过去了1个多月了，突然想写写18年的总结。18年这一年吧，因为在舞台和排练的一些事情和失误，对舞蹈没有那么自信了，可是让自己越害怕的事情要么应该去克服，要么就去忘记。于是结业晚会之后就一心准备了，和小伙伴们早出晚归，每天早上想尽各种方法把蕊蕊弄醒，大家共同加油鼓励着，就连睡觉大家都在讨论题目的感觉真的很好啊，可以说高考都没这么努力吧！现在想想这段回忆也是很美好的呀！真的离的日子越来越远，越加不知道自己考得如何，只记得大家一起奋斗的日子——一起吃寿司、去爱心超市买辣条、边吃中餐边看书、周五得转移阵地把书偷偷藏到书架上、所有人的祝福…不过没关系，过程最美好！今天和高中的好朋友玩了一天，也疯了一天，对于从小在长沙长大的我来说，这里也许囊括着我一大部分的记忆，真的很喜欢长沙，以后也想在长沙一直生活着，可是越长大在长沙待的机会就越少了，过几天又得回武汉。我们的未来谁都说不清，也不知道未来我会在那个城市。好想一直留在高中，好想一直留在大学，不想步入社会，可是为啥就要毕业了呢？自己也搞不清为啥有这么强烈的感觉。总之呢，希望2018年的愿望能够完成！有机会的话能够多学习几年就得把握住机会。在2019年，大学四年的日子就得结束了，所以赶紧抓住大学最后的尾巴，做自己想做的事情，更加随性，更加自由，更加果断，能见想见的人，能够做想做的事情，能去想去的地方！能够一直从事和舞蹈相联的工作！,
@新传小小班,
2020距还有󾠰️󾠱️󾠮️昨天没打卡时间和今天差不多家里小朋友要期末考试了天天辅导学习到十一点半早上我又起不来的啊要挤挤时间了,
67个《》，我已经在坚持了278天。,
第三天今天学习刑法，复习第一轮。背诵了刑法概述，相关内容。#法律硕士法学##法硕超话##文运法硕##法律硕士#,"法律硕士法学,法硕超话,文运法硕,法律硕士"
法硕#法硕#@法学理论杜洪波@华图法硕【法理学打卡】day1🌟法学的产生条件法学是在法律发展到一定阶段后产生的，其产生至少具备两个条件：①关于法律现象的材料的积累②专门从事研究法律现象的学者阶层的出现,法硕
【司南DAY3】今天学了不少呢，学了教原的第八章，快乐学习，快乐学习，我爱学习，一定要有效率进行学习，同时要有必要的休息，做好自己，做好规划，在书中见天地#教育学##司南#,"教育学,司南"
24考虫人不摆烂第三期打卡Day29今天是六一好耶好耶好耶好耶今天就两节课中午和学姐拍了毕业照下午补了三次的百日打卡今天终于把刑法总则听完了啊啊啊啊啊啊接下来要加快亿点点进度吖加油加油加油#24考虫人不摆烂###@考虫萌酱,"24考虫人不摆烂 ,"
出言成章O【冰昊】无脚鸟09无人知晓的吻初kiss来啦～祝冰昊和零可宝宝们六一快乐＊白切黑记者🧊×白模晚淫练习生🎻＊双向救赎＊大概就是心地善良的冰把差点被潜规则的昊救下带回家，一些非典型性同居文学上一章👉🏻下一章👉🏻希望能够得到宝宝们的点赞和评论互动，贴贴(日更选手没日更是因为狗最近真的有点b溃然后……什么都写不出来很痛苦但是这两天病号真好啊被糖撑死了我又可以啦希望大家都能过得开心！,
出云师大333.816资料网课等等#云南师范大学超话##云师大学科语文#,"云南师范大学超话,云师大学科语文"
竞赛凯哥每日一题第76题打卡###竞赛凯哥##竞赛凯哥##竞赛凯哥##每日打卡##每日打卡#@竞赛凯哥,",竞赛凯哥,每日打卡"
法硕#文运法硕##法律硕士#【】Day16开始背第三章，第三章比较稠,"文运法硕,法律硕士"
今天我在##学了《》200个，已坚持2617天。下载:,
22个《》，我已经在坚持了188天。,
107个《》，我已经在坚持了227天。,
我前年的时候虽然看上去没有很多付出，但实际上也觉得很累，好多次都想放弃。每次回到宿舍想放松一下自己的脑子，一遍一遍的听他们的歌，看各种con的视频，有时候可以循环到半夜。可以说，是他们给了我最迫切的力量。哪怕我后来没有考上，再听那个歌单的时候还是很感动，而且对他们的感情莫名其妙更多了一些，仿佛是共苦了一样。当然不可能共苦，他们最苦的时候是5个人一起搀扶过来的，直到现在都越来越好。也正是现在越来越好了，所以不在一起了也没有遗憾了吧。O在去年的巡演上一直说感谢大家来看30多岁的大叔蹦蹦跳跳，那个时候就有感觉他可能不想跳了吧，挺好。对于阿智，我设想过很多他退休后的生活，那一定是他最喜欢的生活方式，现在只不过是提前了而已啊，应该开心。💙❤💚💛💜最开始是作为岚喜欢的，以后也是。,
66个《》，我已经在坚持了51天。,
好好,
65个《》，我已经在坚持了57天。,
37个《》，我已经在坚持了95天。,
ViP课程的小快题作业_园林建筑，手工定制。[流泪]#内参#,内参
15个《》，我已经在坚持了1天。##,","
220个《》，我已经在坚持了260天。,
突然对人生有点惶恐不想这样想考过ACCA想想去上海,
#初入职场，美颜和充电哪个更重要#？对于这个问题，想必大家心里已有了答案正如@张雪峰老师所说，“不美颜你不一定会被辞退，但不充电一定会被辞退！“工作之余，大家记得不要忘了，给自己充电哦~L凤凰网最强辩手的秒拍视频,初入职场，美颜和充电哪个更重要
,
95个《》，我已经在坚持了125天。,
2020studyaccount📅2019.1.24DAY3/D-DAY331🍦《恋练有词》U2一半🍦墨墨背X50🌫我真的效率好低哦懒得要命怎么肥4？早早起来吃完早饭又睡过去了（哭,
2020年中传MJC攻略-初试篇包括：考试科目/参考书单/报考方向介绍新传2020中传#LuckyMeatpie#,LuckyMeatpie
188个《》，我已经在坚持了7天。##,","
43个《》，我已经在坚持了27天。,
